session_id,user_id,session_start,session_date,channel,campaign,device,country,browser,is_new_user,page_views,duration_seconds,bounced,converted,session_cost_usd
S0015944,U001000,2025-03-03 16:28:59,2025-03-03,Direct,,desktop,France,Chrome,False,5,282,False,False,0.0
S0015945,U003306,2025-03-03 11:55:57,2025-03-03,Organic Search,,mobile,France,Safari,True,4,41,False,False,0.0
S0015946,U013376,2025-03-03 14:17:00,2025-03-03,Paid Search,running_keywords,desktop,France,Firefox,False,1,10,True,False,2.48
S0015947,U000366,2025-03-03 11:43:06,2025-03-03,Direct,,desktop,Spain,Samsung Internet,True,4,78,False,False,0.0
S0015948,U001213,2025-03-03 12:22:24,2025-03-03,Organic Search,,mobile,UK,Edge,False,1,145,True,False,0.0
S0015949,U002021,2025-03-03 13:59:30,2025-03-03,Email,win_back,desktop,Italy,Chrome,False,8,334,False,False,0.0
S0015950,U005843,2025-03-03 20:07:48,2025-03-03,Paid Search,shoes_generic,mobile,Spain,Safari,True,1,91,True,False,0.7
S0015951,U004573,2025-03-03 14:30:42,2025-03-03,Direct,,mobile,France,Chrome,True,1,189,True,False,0.0
S0015952,U013517,2025-03-03 21:46:31,2025-03-03,Organic Search,,mobile,UK,Firefox,True,3,17,False,False,0.0
S0015953,U003566,2025-03-03 12:29:13,2025-03-03,Organic Search,,mobile,UK,Chrome,True,3,121,False,False,0.0
S0015954,U001215,2025-03-03 05:11:52,2025-03-03,Direct,,mobile,France,Safari,False,8,192,False,False,0.0
S0015955,U001360,2025-03-03 08:14:38,2025-03-03,Direct,,mobile,Germany,Samsung Internet,True,1,243,True,False,0.0
S0015956,U009370,2025-03-03 11:50:44,2025-03-03,Organic Search,,tablet,France,Edge,False,2,332,False,False,0.0
S0015957,U003441,2025-03-03 13:02:07,2025-03-03,Paid Search,shoes_generic,tablet,Belgium,Safari,True,1,68,True,False,1.68
S0015958,U003595,2025-03-03 13:24:03,2025-03-03,Organic Search,,mobile,France,Chrome,False,1,23,True,False,0.0
S0015959,U012378,2025-03-03 11:58:57,2025-03-03,Paid Search,shoes_generic,mobile,France,Firefox,False,3,100,False,False,1.03
S0015960,U008651,2025-03-03 20:20:35,2025-03-03,Paid Search,brand_search,mobile,Belgium,Firefox,False,1,117,True,False,1.32
S0015961,U002093,2025-03-03 19:00:12,2025-03-03,Organic Search,,mobile,USA,Safari,True,7,41,False,False,0.0
S0015962,U006090,2025-03-03 10:45:20,2025-03-03,Display,youtube_brand,desktop,France,Safari,False,2,53,False,False,0.08
S0015963,U011484,2025-03-03 19:18:42,2025-03-03,Paid Search,running_keywords,mobile,France,Safari,True,1,51,True,False,2.07
S0015964,U009171,2025-03-03 11:04:29,2025-03-03,Paid Search,brand_search,mobile,Germany,Safari,True,3,88,False,False,1.37
S0015965,U008073,2025-03-03 06:41:25,2025-03-03,Organic Search,,mobile,Germany,Safari,True,3,16,False,False,0.0
S0015966,U011574,2025-03-03 11:33:12,2025-03-03,Organic Search,,desktop,UK,Chrome,True,12,10,False,False,0.0
S0015967,U002686,2025-03-03 01:12:35,2025-03-03,Direct,,mobile,USA,Firefox,True,3,272,False,False,0.0
S0015968,U005222,2025-03-03 16:18:53,2025-03-03,Email,abandoned_cart,tablet,UK,Firefox,True,2,242,False,False,0.0
S0015969,U011123,2025-03-03 12:59:08,2025-03-03,Paid Search,shoes_generic,tablet,France,Safari,True,11,152,False,False,1.5
S0015970,U010594,2025-03-03 13:31:41,2025-03-03,Organic Search,,mobile,Italy,Safari,True,1,56,True,False,0.0
S0015971,U010916,2025-03-03 20:58:19,2025-03-03,Email,abandoned_cart,desktop,USA,Chrome,True,4,71,False,False,0.0
S0015972,U000451,2025-03-03 14:43:07,2025-03-03,Organic Search,,mobile,France,Chrome,True,4,91,False,False,0.0
S0015973,U006790,2025-03-03 15:28:50,2025-03-03,Organic Search,,desktop,France,Safari,False,4,92,False,False,0.0
S0015974,U012726,2025-03-03 20:22:18,2025-03-03,Direct,,desktop,France,Chrome,False,3,349,False,False,0.0
S0015975,U000129,2025-03-03 16:33:21,2025-03-03,Paid Search,shoes_generic,mobile,Germany,Firefox,False,1,81,True,False,2.13
S0015976,U009616,2025-03-03 13:41:35,2025-03-03,Organic Search,,mobile,France,Edge,False,6,84,False,False,0.0
S0015977,U008932,2025-03-03 06:15:05,2025-03-03,Organic Search,,mobile,France,Chrome,True,2,170,False,False,0.0
S0015978,U014252,2025-03-03 15:58:33,2025-03-03,Referral,,desktop,UK,Safari,False,4,74,False,False,0.0
S0015979,U014784,2025-03-03 14:58:18,2025-03-03,Direct,,mobile,Canada,Chrome,False,1,122,True,False,0.0
S0015980,U011968,2025-03-03 15:59:35,2025-03-03,Paid Search,competitor,mobile,France,Chrome,True,1,15,True,False,2.38
S0015981,U004093,2025-03-03 07:13:39,2025-03-03,Direct,,mobile,Canada,Chrome,True,9,241,False,False,0.0
S0015982,U014486,2025-03-03 11:44:58,2025-03-03,Organic Search,,desktop,France,Samsung Internet,True,1,22,True,False,0.0
S0015983,U011513,2025-03-03 07:54:41,2025-03-03,Organic Search,,mobile,Belgium,Samsung Internet,True,1,216,True,False,0.0
S0015984,U011962,2025-03-03 18:04:41,2025-03-03,Social,tiktok_brand,mobile,UK,Chrome,True,3,57,False,False,1.04
S0015985,U006121,2025-03-03 11:25:23,2025-03-03,Paid Search,competitor,desktop,France,Firefox,False,1,159,True,False,1.14
S0015986,U007523,2025-03-03 10:56:12,2025-03-03,Social,fb_prospecting,desktop,UK,Chrome,True,1,172,True,False,0.99
S0015987,U005335,2025-03-03 11:52:23,2025-03-03,Referral,,desktop,Belgium,Chrome,True,1,85,True,False,0.0
S0015988,U006594,2025-03-03 16:55:30,2025-03-03,Organic Search,,tablet,France,Chrome,True,1,166,True,False,0.0
S0015989,U005416,2025-03-03 15:22:25,2025-03-03,Organic Search,,mobile,Italy,Chrome,True,2,40,False,False,0.0
S0015990,U011742,2025-03-03 17:57:39,2025-03-03,Paid Search,shoes_generic,mobile,Spain,Safari,False,1,45,True,False,2.23
S0015991,U012935,2025-03-03 11:36:03,2025-03-03,Direct,,mobile,USA,Safari,False,1,89,True,False,0.0
S0015992,U002389,2025-03-03 10:11:00,2025-03-03,Social,fb_prospecting,tablet,USA,Chrome,True,1,39,True,False,0.31
S0015993,U014539,2025-03-03 19:46:38,2025-03-03,Organic Search,,desktop,UK,Chrome,True,1,189,True,False,0.0
S0015994,U013288,2025-03-03 13:48:44,2025-03-03,Referral,,mobile,UK,Safari,False,1,75,True,False,0.0
S0015995,U002103,2025-03-03 18:53:12,2025-03-03,Direct,,mobile,France,Chrome,False,1,274,True,False,0.0
S0015996,U008028,2025-03-03 19:01:47,2025-03-03,Email,win_back,tablet,USA,Firefox,True,1,373,True,False,0.0
S0015997,U002171,2025-03-03 20:27:47,2025-03-03,Direct,,mobile,USA,Chrome,True,1,22,True,False,0.0
S0015998,U001075,2025-03-03 16:32:50,2025-03-03,Paid Search,competitor,mobile,Canada,Safari,True,1,323,True,False,0.5
S0015999,U012254,2025-03-03 14:09:59,2025-03-03,Paid Search,shoes_generic,desktop,Spain,Chrome,False,1,123,True,False,2.22
S0016000,U005138,2025-03-03 11:01:05,2025-03-03,Organic Search,,mobile,USA,Edge,True,1,345,True,False,0.0
S0016001,U008995,2025-03-03 16:40:23,2025-03-03,Direct,,desktop,UK,Chrome,False,2,191,False,False,0.0
S0016002,U005225,2025-03-03 10:14:39,2025-03-03,Referral,,mobile,France,Chrome,True,5,34,False,False,0.0
S0016003,U013198,2025-03-03 13:46:54,2025-03-03,Organic Search,,mobile,France,Chrome,False,3,89,False,False,0.0
S0016004,U012002,2025-03-03 21:51:34,2025-03-03,Direct,,mobile,Canada,Chrome,True,5,236,False,False,0.0
S0016005,U005904,2025-03-03 10:56:30,2025-03-03,Display,display_retarget,mobile,France,Firefox,False,1,129,True,False,0.1
S0016006,U013874,2025-03-03 09:08:28,2025-03-03,Social,tiktok_brand,mobile,UK,Chrome,False,1,40,True,False,1.11
S0016007,U007417,2025-03-03 10:09:45,2025-03-03,Organic Search,,mobile,USA,Chrome,True,6,104,False,False,0.0
S0016008,U001946,2025-03-03 06:23:55,2025-03-03,Organic Search,,mobile,UK,Chrome,True,1,8,True,False,0.0
S0016009,U005170,2025-03-03 05:02:12,2025-03-03,Organic Search,,mobile,USA,Chrome,False,1,120,True,False,0.0
S0016010,U001851,2025-03-03 18:18:27,2025-03-03,Social,fb_prospecting,mobile,Germany,Chrome,True,1,42,True,False,0.68
S0016011,U014031,2025-03-03 20:06:28,2025-03-03,Direct,,mobile,UK,Firefox,False,1,75,True,False,0.0
S0016012,U006667,2025-03-04 04:04:08,2025-03-04,Organic Search,,mobile,USA,Chrome,False,1,119,True,False,0.0
S0016013,U014688,2025-03-04 15:42:17,2025-03-04,Social,tiktok_brand,tablet,Italy,Firefox,True,1,217,True,False,0.48
S0016014,U001606,2025-03-04 18:15:14,2025-03-04,Email,weekly_newsletter,desktop,France,Safari,False,1,182,True,False,0.0
S0016015,U008195,2025-03-04 13:46:48,2025-03-04,Display,youtube_brand,desktop,Italy,Safari,False,1,61,True,False,0.38
S0016016,U014289,2025-03-04 15:02:54,2025-03-04,Display,programmatic,mobile,France,Firefox,True,1,128,True,False,0.37
S0016017,U000270,2025-03-04 15:10:27,2025-03-04,Referral,,tablet,France,Chrome,True,1,139,True,False,0.0
S0016018,U002267,2025-03-04 14:21:53,2025-03-04,Organic Search,,desktop,USA,Safari,True,2,43,False,False,0.0
S0016019,U004578,2025-03-04 10:47:00,2025-03-04,Paid Search,shoes_generic,mobile,France,Chrome,False,3,8,False,False,1.13
S0016020,U014347,2025-03-04 11:52:35,2025-03-04,Paid Search,competitor,tablet,USA,Edge,True,3,267,False,False,2.36
S0016021,U005680,2025-03-04 17:27:11,2025-03-04,Direct,,mobile,Spain,Chrome,False,3,85,False,False,0.0
S0016022,U003805,2025-03-04 12:34:35,2025-03-04,Organic Search,,mobile,Germany,Chrome,True,3,43,False,False,0.0
S0016023,U010729,2025-03-04 07:31:15,2025-03-04,Organic Search,,desktop,France,Firefox,False,1,38,True,False,0.0
S0016024,U012004,2025-03-04 13:37:12,2025-03-04,Organic Search,,desktop,France,Samsung Internet,True,2,148,False,False,0.0
S0016025,U012287,2025-03-04 19:37:51,2025-03-04,Organic Search,,mobile,USA,Chrome,True,4,68,False,False,0.0
S0016026,U014457,2025-03-04 13:13:03,2025-03-04,Social,tiktok_brand,mobile,France,Chrome,True,5,339,False,False,1.11
S0016027,U009951,2025-03-04 09:45:53,2025-03-04,Organic Search,,mobile,USA,Chrome,False,9,73,False,False,0.0
S0016028,U008240,2025-03-04 10:50:58,2025-03-04,Direct,,mobile,France,Chrome,False,3,401,False,False,0.0
S0016029,U012928,2025-03-04 16:58:18,2025-03-04,Organic Search,,mobile,Belgium,Edge,True,3,178,False,False,0.0
S0016030,U010215,2025-03-04 15:51:17,2025-03-04,Organic Search,,desktop,Italy,Chrome,True,2,70,False,False,0.0
S0016031,U001133,2025-03-04 19:46:51,2025-03-04,Organic Search,,mobile,France,Safari,False,1,51,True,False,0.0
S0016032,U012378,2025-03-04 16:12:15,2025-03-04,Social,fb_prospecting,desktop,Belgium,Chrome,True,9,10,False,False,0.3
S0016033,U001515,2025-03-04 09:54:36,2025-03-04,Organic Search,,mobile,France,Chrome,True,1,37,True,False,0.0
S0016034,U011686,2025-03-04 22:55:44,2025-03-04,Social,ig_lookalike,desktop,Germany,Chrome,True,3,67,False,False,0.61
S0016035,U014762,2025-03-04 09:49:47,2025-03-04,Paid Search,brand_search,mobile,Germany,Safari,True,2,439,False,False,2.39
S0016036,U007927,2025-03-04 15:34:13,2025-03-04,Social,fb_retargeting,mobile,Spain,Chrome,True,3,94,False,False,0.87
S0016037,U014134,2025-03-04 17:24:12,2025-03-04,Direct,,desktop,France,Chrome,False,15,117,False,True,0.0
S0016038,U004509,2025-03-04 18:14:01,2025-03-04,Email,abandoned_cart,mobile,USA,Chrome,True,2,412,False,False,0.0
S0016039,U002965,2025-03-04 23:55:53,2025-03-04,Social,fb_retargeting,mobile,France,Safari,True,1,30,True,False,0.56
S0016040,U013172,2025-03-04 19:24:46,2025-03-04,Email,post_purchase,tablet,UK,Chrome,True,1,236,True,False,0.0
S0016041,U000658,2025-03-04 08:11:40,2025-03-04,Paid Search,competitor,mobile,USA,Chrome,True,1,91,True,False,0.66
S0016042,U007211,2025-03-04 12:43:18,2025-03-04,Organic Search,,mobile,USA,Firefox,True,4,113,False,False,0.0
S0016043,U011357,2025-03-04 07:48:59,2025-03-04,Social,fb_retargeting,desktop,UK,Chrome,True,2,277,False,False,0.71
S0016044,U012029,2025-03-04 12:01:51,2025-03-04,Organic Search,,desktop,France,Chrome,True,1,56,True,False,0.0
S0016045,U009816,2025-03-04 13:21:19,2025-03-04,Social,ig_lookalike,desktop,France,Safari,False,1,156,True,False,0.91
S0016046,U007881,2025-03-04 01:10:12,2025-03-04,Direct,,tablet,Germany,Chrome,True,6,92,False,False,0.0
S0016047,U003146,2025-03-04 14:26:44,2025-03-04,Display,programmatic,mobile,France,Chrome,True,1,55,True,False,0.06
S0016048,U009302,2025-03-04 16:17:42,2025-03-04,Display,programmatic,tablet,Spain,Chrome,True,5,75,False,False,0.36
S0016049,U001349,2025-03-04 12:27:13,2025-03-04,Direct,,mobile,France,Safari,True,10,97,False,False,0.0
S0016050,U005933,2025-03-04 19:21:30,2025-03-04,Social,fb_retargeting,mobile,Belgium,Safari,True,7,202,False,False,0.27
S0016051,U007904,2025-03-04 12:31:59,2025-03-04,Paid Search,running_keywords,mobile,Germany,Chrome,True,4,14,False,False,2.29
S0016052,U003749,2025-03-04 22:38:59,2025-03-04,Display,programmatic,mobile,USA,Safari,False,2,113,False,False,0.14
S0016053,U005620,2025-03-04 17:55:52,2025-03-04,Display,programmatic,mobile,France,Chrome,False,2,12,False,False,0.14
S0016054,U002019,2025-03-04 20:01:48,2025-03-04,Direct,,mobile,France,Chrome,True,1,76,True,False,0.0
S0016055,U005854,2025-03-04 07:26:41,2025-03-04,Direct,,desktop,Germany,Samsung Internet,False,1,166,True,False,0.0
S0016056,U003272,2025-03-04 19:06:19,2025-03-04,Display,programmatic,mobile,France,Edge,True,3,191,False,False,0.29
S0016057,U007360,2025-03-04 11:39:54,2025-03-04,Direct,,desktop,Germany,Chrome,False,1,20,True,False,0.0
S0016058,U012089,2025-03-04 07:27:52,2025-03-04,Social,fb_prospecting,mobile,Canada,Safari,False,2,96,False,False,0.79
S0016059,U012678,2025-03-04 10:28:12,2025-03-04,Organic Search,,mobile,France,Chrome,True,1,16,True,False,0.0
S0016060,U003193,2025-03-04 17:33:29,2025-03-04,Organic Search,,desktop,Spain,Chrome,False,1,36,True,False,0.0
S0016061,U012624,2025-03-04 11:19:11,2025-03-04,Organic Search,,mobile,France,Firefox,True,1,8,True,False,0.0
S0016062,U003838,2025-03-04 15:35:28,2025-03-04,Social,ig_lookalike,desktop,France,Chrome,True,1,142,True,False,0.5
S0016063,U012434,2025-03-04 16:33:04,2025-03-04,Organic Search,,desktop,France,Chrome,True,1,23,True,False,0.0
S0016064,U013505,2025-03-04 11:18:42,2025-03-04,Organic Search,,desktop,Spain,Chrome,True,10,35,False,False,0.0
S0016065,U007554,2025-03-04 17:40:08,2025-03-04,Organic Search,,mobile,France,Firefox,False,1,157,True,False,0.0
S0016066,U005087,2025-03-04 05:05:50,2025-03-04,Social,ig_lookalike,desktop,Spain,Safari,False,1,322,True,False,0.98
S0016067,U011724,2025-03-04 11:05:56,2025-03-04,Email,post_purchase,mobile,USA,Chrome,False,3,70,False,False,0.0
S0016068,U013783,2025-03-04 06:49:43,2025-03-04,Social,tiktok_brand,desktop,UK,Chrome,False,3,195,False,False,0.65
S0016069,U003767,2025-03-04 10:03:26,2025-03-04,Direct,,mobile,Germany,Firefox,False,1,204,True,False,0.0
S0016070,U003803,2025-03-04 12:21:28,2025-03-04,Social,tiktok_brand,tablet,France,Edge,False,4,72,False,False,1.05
S0016071,U009120,2025-03-04 13:42:02,2025-03-04,Organic Search,,desktop,France,Chrome,False,1,274,True,False,0.0
S0016072,U008519,2025-03-04 12:53:43,2025-03-04,Direct,,tablet,Germany,Chrome,True,1,117,True,False,0.0
S0016073,U000469,2025-03-04 09:16:52,2025-03-04,Organic Search,,desktop,Germany,Chrome,True,6,239,False,False,0.0
S0016074,U004041,2025-03-04 18:41:00,2025-03-04,Social,ig_lookalike,mobile,Spain,Safari,False,1,99,True,False,0.86
S0016075,U007229,2025-03-04 14:42:01,2025-03-04,Direct,,mobile,France,Chrome,True,2,65,False,False,0.0
S0016076,U006892,2025-03-04 12:21:06,2025-03-04,Direct,,mobile,Germany,Chrome,False,1,118,True,False,0.0
S0016077,U010355,2025-03-04 18:44:50,2025-03-04,Direct,,mobile,France,Safari,True,1,21,True,False,0.0
S0016078,U010860,2025-03-04 13:42:47,2025-03-04,Email,weekly_newsletter,desktop,France,Chrome,False,10,25,False,False,0.0
S0016079,U003505,2025-03-04 11:47:32,2025-03-04,Social,ig_lookalike,tablet,USA,Firefox,True,1,157,True,False,0.71
S0016080,U002009,2025-03-04 10:37:26,2025-03-04,Direct,,desktop,USA,Chrome,False,1,163,True,False,0.0
S0016081,U009127,2025-03-04 09:30:41,2025-03-04,Paid Search,shoes_generic,desktop,UK,Edge,False,2,14,False,False,0.94
S0016082,U012110,2025-03-04 12:00:37,2025-03-04,Email,win_back,mobile,Spain,Safari,True,5,87,False,False,0.0
S0016083,U003032,2025-03-04 16:56:50,2025-03-04,Organic Search,,tablet,France,Chrome,True,1,111,True,False,0.0
S0016084,U009572,2025-03-04 15:15:26,2025-03-04,Email,win_back,mobile,USA,Edge,False,1,154,True,False,0.0
S0016085,U002945,2025-03-04 13:50:25,2025-03-04,Display,display_retarget,mobile,Spain,Chrome,False,5,8,False,False,0.31
S0016086,U005612,2025-03-04 13:13:00,2025-03-04,Email,win_back,desktop,Italy,Chrome,True,6,128,False,False,0.0
S0016087,U000920,2025-03-04 18:30:10,2025-03-04,Organic Search,,mobile,France,Firefox,True,1,31,True,False,0.0
S0016088,U013235,2025-03-04 04:21:58,2025-03-04,Direct,,mobile,Germany,Safari,True,1,379,True,False,0.0
S0016089,U014215,2025-03-04 20:17:49,2025-03-04,Organic Search,,mobile,France,Edge,False,1,236,True,False,0.0
S0016090,U007997,2025-03-04 08:52:52,2025-03-04,Social,ig_lookalike,desktop,France,Firefox,True,1,186,True,False,1.02
S0016091,U000637,2025-03-04 21:44:31,2025-03-04,Direct,,mobile,France,Firefox,True,9,317,False,False,0.0
S0016092,U011835,2025-03-04 18:17:02,2025-03-04,Paid Search,running_keywords,mobile,USA,Safari,True,1,32,True,False,2.37
S0016093,U002036,2025-03-04 17:52:39,2025-03-04,Paid Search,shoes_generic,mobile,Belgium,Chrome,True,4,105,False,False,1.22
S0016094,U001033,2025-03-04 11:51:19,2025-03-04,Direct,,mobile,USA,Chrome,False,1,404,True,False,0.0
S0016095,U012010,2025-03-04 07:53:08,2025-03-04,Paid Search,competitor,mobile,USA,Chrome,False,6,487,False,False,0.72
S0016096,U001079,2025-03-04 06:21:14,2025-03-04,Social,fb_retargeting,mobile,Italy,Safari,True,2,17,False,False,0.58
S0016097,U009772,2025-03-04 15:32:00,2025-03-04,Direct,,desktop,Italy,Chrome,False,3,53,False,False,0.0
S0016098,U014444,2025-03-04 11:13:12,2025-03-04,Paid Search,competitor,mobile,France,Samsung Internet,False,7,191,False,False,0.6
S0016099,U012231,2025-03-04 15:21:00,2025-03-04,Social,ig_lookalike,desktop,UK,Chrome,True,3,47,False,True,0.79
S0016100,U010374,2025-03-04 08:08:19,2025-03-04,Social,tiktok_brand,mobile,France,Chrome,False,1,150,True,False,1.19
S0016101,U014833,2025-03-04 21:19:03,2025-03-04,Direct,,mobile,UK,Safari,True,1,354,True,False,0.0
S0016102,U004889,2025-03-04 10:15:13,2025-03-04,Paid Search,competitor,desktop,Spain,Chrome,True,2,48,False,False,1.37
S0016103,U004526,2025-03-04 17:46:44,2025-03-04,Direct,,desktop,Italy,Chrome,False,2,329,False,False,0.0
S0016104,U000293,2025-03-04 18:39:09,2025-03-04,Direct,,mobile,France,Edge,False,4,17,False,False,0.0
S0016105,U011360,2025-03-04 06:19:41,2025-03-04,Social,fb_prospecting,mobile,UK,Firefox,True,7,294,False,False,0.51
S0016106,U003704,2025-03-04 14:18:28,2025-03-04,Referral,,desktop,Germany,Edge,True,4,127,False,False,0.0
S0016107,U011466,2025-03-04 06:34:18,2025-03-04,Direct,,mobile,France,Chrome,True,2,166,False,False,0.0
S0016108,U010677,2025-03-04 12:44:46,2025-03-04,Paid Search,shoes_generic,mobile,Germany,Firefox,False,5,79,False,False,0.99
S0016109,U008647,2025-03-04 20:16:00,2025-03-04,Email,post_purchase,desktop,France,Chrome,False,1,110,True,False,0.0
S0016110,U002161,2025-03-04 12:42:06,2025-03-04,Organic Search,,mobile,France,Chrome,False,1,36,True,False,0.0
S0016111,U010126,2025-03-04 11:04:42,2025-03-04,Social,ig_lookalike,tablet,USA,Safari,True,6,31,False,False,0.96
S0016112,U008870,2025-03-04 15:36:22,2025-03-04,Email,weekly_newsletter,mobile,UK,Safari,True,1,48,True,False,0.0
S0016113,U001958,2025-03-04 12:03:29,2025-03-04,Organic Search,,desktop,USA,Chrome,True,2,122,False,False,0.0
S0016114,U001172,2025-03-04 11:10:46,2025-03-04,Organic Search,,mobile,France,Edge,False,1,9,True,False,0.0
S0016115,U003008,2025-03-04 13:02:12,2025-03-04,Email,abandoned_cart,mobile,Belgium,Safari,True,1,118,True,False,0.0
S0016116,U013297,2025-03-04 13:47:38,2025-03-04,Direct,,mobile,Italy,Chrome,True,1,35,True,False,0.0
S0016117,U014157,2025-03-04 14:25:34,2025-03-04,Social,ig_lookalike,desktop,USA,Chrome,True,2,129,False,False,0.45
S0016118,U000620,2025-03-04 22:41:57,2025-03-04,Social,fb_retargeting,mobile,Spain,Chrome,True,8,188,False,False,0.99
S0016119,U011719,2025-03-04 10:45:29,2025-03-04,Paid Search,shoes_generic,mobile,UK,Chrome,True,1,37,True,False,1.25
S0016120,U014061,2025-03-04 07:24:31,2025-03-04,Organic Search,,tablet,UK,Chrome,True,2,71,False,False,0.0
S0016121,U014315,2025-03-04 19:48:54,2025-03-04,Organic Search,,mobile,USA,Firefox,False,1,12,True,False,0.0
S0016122,U006280,2025-03-04 11:49:30,2025-03-04,Paid Search,running_keywords,desktop,USA,Chrome,True,1,293,True,False,1.07
S0016123,U000158,2025-03-04 11:13:03,2025-03-04,Paid Search,competitor,mobile,France,Chrome,False,1,191,True,False,1.81
S0016124,U002621,2025-03-04 17:53:30,2025-03-04,Organic Search,,mobile,USA,Safari,False,1,152,True,False,0.0
S0016125,U014407,2025-03-04 16:55:50,2025-03-04,Organic Search,,desktop,UK,Firefox,False,2,20,False,False,0.0
S0016126,U008293,2025-03-04 15:10:34,2025-03-04,Organic Search,,mobile,France,Safari,True,2,103,False,False,0.0
S0016127,U008663,2025-03-04 17:20:16,2025-03-04,Social,fb_retargeting,mobile,UK,Chrome,False,4,35,False,False,0.52
S0016128,U002501,2025-03-04 21:22:07,2025-03-04,Direct,,mobile,France,Chrome,True,1,84,True,False,0.0
S0016129,U004690,2025-03-04 09:19:42,2025-03-04,Social,tiktok_brand,mobile,France,Chrome,False,1,60,True,False,0.44
S0016130,U006466,2025-03-04 20:37:32,2025-03-04,Direct,,desktop,UK,Safari,False,3,82,False,False,0.0
S0016131,U004720,2025-03-04 08:11:56,2025-03-04,Direct,,mobile,France,Chrome,False,1,150,True,False,0.0
S0016132,U010668,2025-03-04 08:54:03,2025-03-04,Organic Search,,desktop,France,Chrome,False,1,233,True,False,0.0
S0016133,U007397,2025-03-04 16:58:46,2025-03-04,Referral,,mobile,UK,Chrome,True,4,101,False,False,0.0
S0016134,U001130,2025-03-04 06:20:25,2025-03-04,Organic Search,,mobile,France,Safari,True,1,78,True,False,0.0
S0016135,U008862,2025-03-04 18:40:29,2025-03-04,Social,fb_prospecting,tablet,France,Firefox,True,4,106,False,False,0.64
S0016136,U004584,2025-03-04 13:50:30,2025-03-04,Paid Search,shoes_generic,mobile,Germany,Safari,False,1,15,True,False,1.86
S0016137,U000357,2025-03-04 06:59:58,2025-03-04,Organic Search,,mobile,France,Chrome,False,8,51,False,False,0.0
S0016138,U001028,2025-03-04 05:15:53,2025-03-04,Paid Search,shoes_generic,mobile,USA,Chrome,False,1,23,True,False,2.3
S0016139,U009826,2025-03-04 11:54:51,2025-03-04,Paid Search,shoes_generic,desktop,Canada,Samsung Internet,False,2,43,False,False,1.2
S0016140,U006130,2025-03-04 11:20:26,2025-03-04,Direct,,mobile,France,Edge,True,1,225,True,False,0.0
S0016141,U014011,2025-03-04 08:42:08,2025-03-04,Organic Search,,mobile,USA,Chrome,True,1,34,True,False,0.0
S0016142,U001194,2025-03-04 15:14:39,2025-03-04,Organic Search,,desktop,USA,Chrome,True,9,10,False,False,0.0
S0016143,U011496,2025-03-04 18:13:19,2025-03-04,Paid Search,competitor,mobile,Canada,Chrome,True,4,158,False,False,1.61
S0016144,U011353,2025-03-04 09:14:05,2025-03-04,Organic Search,,mobile,Spain,Safari,True,2,202,False,False,0.0
S0016145,U003721,2025-03-04 18:48:47,2025-03-04,Email,abandoned_cart,mobile,Italy,Chrome,True,9,170,False,False,0.0
S0016146,U001434,2025-03-04 20:43:10,2025-03-04,Paid Search,competitor,desktop,France,Safari,False,4,41,False,False,0.97
S0016147,U002218,2025-03-04 08:07:07,2025-03-04,Social,fb_prospecting,desktop,France,Chrome,True,6,112,False,False,0.43
S0016148,U001300,2025-03-04 15:53:08,2025-03-04,Organic Search,,mobile,France,Chrome,True,2,272,False,False,0.0
S0016149,U004296,2025-03-04 13:32:37,2025-03-04,Social,tiktok_brand,mobile,UK,Chrome,True,1,33,True,False,1.15
S0016150,U013266,2025-03-04 13:46:11,2025-03-04,Display,programmatic,mobile,France,Safari,True,3,291,False,False,0.09
S0016151,U010629,2025-03-04 20:31:55,2025-03-04,Direct,,mobile,USA,Chrome,False,3,833,False,False,0.0
S0016152,U014439,2025-03-04 20:16:57,2025-03-04,Organic Search,,mobile,France,Samsung Internet,True,1,23,True,False,0.0
S0016153,U011675,2025-03-04 20:12:03,2025-03-04,Email,abandoned_cart,mobile,USA,Samsung Internet,True,1,167,True,False,0.0
S0016154,U001931,2025-03-04 10:56:59,2025-03-04,Paid Search,competitor,mobile,Germany,Edge,True,3,121,False,False,0.97
S0016155,U003874,2025-03-04 19:35:36,2025-03-04,Paid Search,shoes_generic,mobile,France,Chrome,True,3,69,False,False,2.34
S0016156,U012209,2025-03-04 14:53:27,2025-03-04,Social,ig_lookalike,mobile,France,Chrome,False,2,159,False,False,0.7
S0016157,U013928,2025-03-04 10:13:10,2025-03-04,Direct,,mobile,France,Chrome,False,3,175,False,False,0.0
S0016158,U009385,2025-03-04 10:57:56,2025-03-04,Direct,,mobile,Italy,Chrome,True,5,151,False,False,0.0
S0016159,U001719,2025-03-04 09:24:28,2025-03-04,Organic Search,,mobile,France,Chrome,False,1,43,True,False,0.0
S0016160,U013479,2025-03-04 15:33:24,2025-03-04,Direct,,tablet,Italy,Chrome,True,7,130,False,False,0.0
S0016161,U007580,2025-03-04 15:40:28,2025-03-04,Paid Search,shoes_generic,desktop,France,Chrome,True,7,365,False,False,1.34
S0016162,U008946,2025-03-04 12:05:20,2025-03-04,Paid Search,shoes_generic,mobile,France,Chrome,True,1,105,True,False,1.78
S0016163,U000746,2025-03-04 09:04:29,2025-03-04,Organic Search,,mobile,USA,Safari,True,2,29,False,False,0.0
